rank,primary_isbn13,publisher,description,price,title,author,age_group,list,date,month_on_list
14,9780743247542,Scribner,The author recalls a bizarre childhood. Originally published in 2005 and the basis of the movie.,0.0,THE GLASS CASTLE,Jeannette Walls,,combined-print-and-e-book-nonfiction,2017-11-01,20.0
15,9780062319296,Ecco/HarperCollins,"Personal recollections of storytelling, family memorabilia and writing fiction.",0.0,WHERE THE PAST BEGINS,Amy Tan,,combined-print-and-e-book-nonfiction,2017-11-01,1.0
1,9781250171672,Flatiron Books,"The former vice president recalls his toughest year in office, as his son battled brain cancer.",0.0,"PROMISE ME, DAD",Joe Biden,,combined-print-and-e-book-nonfiction,2017-12-01,6.0
2,9780316512589,"Little, Brown","More than 300 pictures of the former president by his White House photographer, with behind-the-scenes stories.",0.0,OBAMA,Pete Souza,,combined-print-and-e-book-nonfiction,2017-12-01,11.0
3,9781501139154,Simon & Schuster,A biography of the Italian Renaissance polymath which connects his work in various disciplines.,0.0,LEONARDO DA VINCI,Walter Isaacson,,combined-print-and-e-book-nonfiction,2017-12-01,11.0
4,9781501111860,Simon & Schuster,The New York senator's journey from his formative years to his tragic run for president.,0.0,BOBBY KENNEDY,Chris Matthews,,combined-print-and-e-book-nonfiction,2017-12-01,4.0
5,9780316478519,Hachette,An account of the Russian hacking of the Democratic National Committee and the fights within the party during the 2016 campaign.,0.0,HACKS,Donna Brazile,,combined-print-and-e-book-nonfiction,2017-12-01,2.0
6,9781538711415,Grand Central,How the twin daughters of former president George W. Bush grew up in the public eye.,0.0,SISTERS FIRST,Jenna Bush Hager and Barbara Pierce Bush,,combined-print-and-e-book-nonfiction,2017-12-01,4.0
7,9781594204876,Penguin Press,A biography of the Union general of the Civil War and two-term president of the United States.,0.0,GRANT,Ron Chernow,,combined-print-and-e-book-nonfiction,2017-12-01,8.0
8,9781627790642,Holt,Major events and battles during the Revolutionary War are told from several perspectives.,0.0,KILLING ENGLAND,Bill O'Reilly and Martin Dugard,,combined-print-and-e-book-nonfiction,2017-12-01,6.0
9,9780735213234,Sentinel,Major General Jackson takes on the British in Louisiana.,0.0,ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS,Brian Kilmeade and Don Yaeger,,combined-print-and-e-book-nonfiction,2017-12-01,5.0
10,9781501175565,Simon & Schuster,An inside look at her campaign and how she recovered in its aftermath.,0.0,WHAT HAPPENED,Hillary Clinton,,combined-print-and-e-book-nonfiction,2017-12-01,8.0
11,9781478976714,Center Street,The conservative radio host shares moments when he has experienced glimpses of the divine.,0.0,"GOD, FAITH, AND REASON",Michael Savage,,combined-print-and-e-book-nonfiction,2017-12-01,2.0
12,9781101886977,Ballantine,The actress describes her life in Scientology and the aftermath of her break with the church in 2013.,0.0,TROUBLEMAKER,Leah Remini and Rebecca Paley,,combined-print-and-e-book-nonfiction,2017-12-01,1.0
13,9781616207823,Algonquin,A collection of essays that define the historical changes and essential institutions of America to suggest ways to overcome divisions within the country.,0.0,WHAT UNITES US,Dan Rather and Elliot Kirschner,,combined-print-and-e-book-nonfiction,2017-12-01,2.0
14,9781524731595,Knopf,A memoir by the retired astronaut and former commander of the International Space Station.,0.0,ENDURANCE,Scott Kelly,,combined-print-and-e-book-nonfiction,2017-12-01,6.0
15,9780393609394,Norton,"A straightforward, easy-to-understand introduction to the laws that govern the universe.",0.0,ASTROPHYSICS FOR PEOPLE IN A HURRY,Neil deGrasse Tyson,,combined-print-and-e-book-nonfiction,2017-12-01,33.0
1,9781594204876,Penguin Press,A biography of the Union general of the Civil War and two-term president of the United States.,0.0,GRANT,Ron Chernow,,combined-print-and-e-book-nonfiction,2018-01-01,8.0
2,9781501139154,Simon & Schuster,A biography of the Italian Renaissance polymath which connects his work in various disciplines.,0.0,LEONARDO DA VINCI,Walter Isaacson,,combined-print-and-e-book-nonfiction,2018-01-01,11.0
3,9781250171672,Flatiron Books,"The former vice president recalls his toughest year in office, as his son battled brain cancer.",0.0,"PROMISE ME, DAD",Joe Biden,,combined-print-and-e-book-nonfiction,2018-01-01,6.0
4,9780316512589,"Little, Brown","More than 300 pictures of the former president by his White House photographer, with behind-the-scenes stories.",0.0,OBAMA,Pete Souza,,combined-print-and-e-book-nonfiction,2018-01-01,11.0
5,9780393609394,Norton,"A straightforward, easy-to-understand introduction to the laws that govern the universe.",0.0,ASTROPHYSICS FOR PEOPLE IN A HURRY,Neil deGrasse Tyson,,combined-print-and-e-book-nonfiction,2018-01-01,33.0
6,9781627790642,Holt,Major events and battles during the Revolutionary War are told from several perspectives.,0.0,KILLING ENGLAND,Bill O'Reilly and Martin Dugard,,combined-print-and-e-book-nonfiction,2018-01-01,6.0
7,9780735213234,Sentinel,Major General Jackson takes on the British in Louisiana.,0.0,ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS,Brian Kilmeade and Don Yaeger,,combined-print-and-e-book-nonfiction,2018-01-01,5.0
8,9781501111860,Simon & Schuster,The New York senator's journey from his formative years to his tragic run for president.,0.0,BOBBY KENNEDY,Chris Matthews,,combined-print-and-e-book-nonfiction,2018-01-01,4.0
9,9780385534246,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",0.0,KILLERS OF THE FLOWER MOON,David Grann,,combined-print-and-e-book-nonfiction,2018-01-01,20.0
10,9781546083306,Center Street,Insider accounts of the Republican presidential campaign and its outcome by two of its advisers.,0.0,LET TRUMP BE TRUMP,Corey R Lewandowski and David N Bossie,,combined-print-and-e-book-nonfiction,2018-01-01,2.0
11,9781501175565,Simon & Schuster,An inside look at her campaign and how she recovered in its aftermath.,0.0,WHAT HAPPENED,Hillary Clinton,,combined-print-and-e-book-nonfiction,2018-01-01,8.0
12,9781524731595,Knopf,A memoir by the retired astronaut and former commander of the International Space Station.,0.0,ENDURANCE,Scott Kelly,,combined-print-and-e-book-nonfiction,2018-01-01,6.0
13,9781501181825,Gallery,"The comedian recounts growing up in South Central Los Angeles, exacting revenge on an ex-boyfriend and finding success after a period of homelessness.",0.0,THE LAST BLACK UNICORN,Tiffany Haddish,,combined-print-and-e-book-nonfiction,2018-01-01,7.0
14,9781538711415,Grand Central,How the twin daughters of former president George W. Bush grew up in the public eye.,0.0,SISTERS FIRST,Jenna Bush Hager and Barbara Pierce Bush,,combined-print-and-e-book-nonfiction,2018-01-01,4.0
15,9780399590566,One World,"A series of essays that cover each year of the Obama administration, the writer's own journey and the echoes of American history in modern times.",0.0,WE WERE EIGHT YEARS IN POWER,Ta-Nehisi Coates,,combined-print-and-e-book-nonfiction,2018-01-01,5.0
1,9781250158062,Holt,A journalist offers an inside account of the first year of the Trump White House.,0.0,FIRE AND FURY,Michael Wolff,,combined-print-and-e-book-nonfiction,2018-02-01,8.0
2,9781501174162,Simon & Schuster,The Pulitzer Prize-winning journalist describes how he believes the scope of the Trump presidency differs from all the others.,0.0,IT'S EVEN WORSE THAN YOU THINK,David Cay Johnston,,combined-print-and-e-book-nonfiction,2018-02-01,2.0
3,9781416588238,Scribner,"A small group of Special Forces operatives fought the Taliban on horseback shortly after Sept. 11. The basis of the movie ""12 Strong.""",0.0,HORSE SOLDIERS,Doug Stanton,,combined-print-and-e-book-nonfiction,2018-02-01,1.0
4,9780393609394,Norton,"A straightforward, easy-to-understand introduction to the laws that govern the universe.",0.0,ASTROPHYSICS FOR PEOPLE IN A HURRY,Neil deGrasse Tyson,,combined-print-and-e-book-nonfiction,2018-02-01,33.0
5,9780062796738,Harper,A former speechwriter for George W. Bush argues how the current president might push America to become an illiberal democracy.,0.0,TRUMPOCRACY,David Frum,,combined-print-and-e-book-nonfiction,2018-02-01,2.0
6,9781501139154,Simon & Schuster,A biography of the Italian Renaissance polymath which connects his work in various disciplines.,0.0,LEONARDO DA VINCI,Walter Isaacson,,combined-print-and-e-book-nonfiction,2018-02-01,11.0
7,9780062843432,Dey St.,Photographs and profiles of the organizers and participants of the 2017 Women’s March.,0.0,TOGETHER WE RISE,Women's March Organizers and Condé Nast,,combined-print-and-e-book-nonfiction,2018-02-01,2.0
8,9781524762933,Crown,The Harvard professors examine the erosion of democracies in Europe and Latin America and recommend ways to avoid authoritarianism.,0.0,HOW DEMOCRACIES DIE,Steven Levitsky and Daniel Ziblatt,,combined-print-and-e-book-nonfiction,2018-02-01,3.0
9,9780735222915,Penguin Press,The historian uses network theory to understand the past and the present.,0.0,THE SQUARE AND THE TOWER,Niall Ferguson,,combined-print-and-e-book-nonfiction,2018-02-01,2.0
10,9781501181825,Gallery,"The comedian recounts growing up in South Central Los Angeles, exacting revenge on an ex-boyfriend and finding success after a period of homelessness.",0.0,THE LAST BLACK UNICORN,Tiffany Haddish,,combined-print-and-e-book-nonfiction,2018-02-01,7.0
11,9780735210622,Riverhead,Research from several fields reveals the ideal time to make small decisions and big life changes.,0.0,WHEN,Daniel H Pink,,combined-print-and-e-book-nonfiction,2018-02-01,4.0
12,9781594204876,Penguin Press,A biography of the Union general of the Civil War and two-term president of the United States.,0.0,GRANT,Ron Chernow,,combined-print-and-e-book-nonfiction,2018-02-01,8.0
13,9780062300546,HarperCollins,A Yale Law School graduate looks at the struggles of the white working class through the story of his own childhood.,0.0,HILLBILLY ELEGY,JD Vance,,combined-print-and-e-book-nonfiction,2018-02-01,32.0
14,9780385534246,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",0.0,KILLERS OF THE FLOWER MOON,David Grann,,combined-print-and-e-book-nonfiction,2018-02-01,20.0
15,9780316514927,Grand Central,"A true-crime story involving a lawyer, his wife and a man claiming to be a Securities and Exchange Commission agent.",0.0,HOME SWEET MURDER,James Patterson,,combined-print-and-e-book-nonfiction,2018-02-01,1.0
1,9781250158062,Holt,A journalist offers an inside account of the first year of the Trump White House.,0.0,FIRE AND FURY,Michael Wolff,,combined-print-and-e-book-nonfiction,2018-03-01,8.0
2,9780525427575,Viking,"A case for using reason, science and humanism to counter pessimistic views of Western civilization.",0.0,ENLIGHTENMENT NOW,Steven Pinker,,combined-print-and-e-book-nonfiction,2018-03-01,4.0
3,9780393609394,Norton,"A straightforward, easy-to-understand introduction to the laws that govern the universe.",0.0,ASTROPHYSICS FOR PEOPLE IN A HURRY,Neil deGrasse Tyson,,combined-print-and-e-book-nonfiction,2018-03-01,33.0
4,9780316412650,"Little, Brown","The story of Aaron Hernandez, the New England Patriots tight end convicted of first-degree murder.",0.0,ALL-AMERICAN MURDER,James Patterson and Alex Abramovich with Mike Harvkey,,combined-print-and-e-book-nonfiction,2018-03-01,2.0
5,9780399592065,Random House,A divinity school professor examines her tacit beliefs when she learns she has late-stage colon cancer.,0.0,EVERYTHING HAPPENS FOR A REASON,Kate Bowler,,combined-print-and-e-book-nonfiction,2018-03-01,2.0
6,9780451498144,Crown Archetype,"An oral history of the creation and development of the series ""The Wire.""",0.0,ALL THE PIECES MATTER,Jonathan Abrams,,combined-print-and-e-book-nonfiction,2018-03-01,2.0
7,9780385534246,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",0.0,KILLERS OF THE FLOWER MOON,David Grann,,combined-print-and-e-book-nonfiction,2018-03-01,20.0
8,9781501178511,Scribner,"Special Forces operatives fought the Taliban on horseback shortly after Sept. 11. The basis of the movie ""12 Strong.""",0.0,HORSE SOLDIERS,Doug Stanton,,combined-print-and-e-book-nonfiction,2018-03-01,1.0
9,9781501139154,Simon & Schuster,A biography of the Italian Renaissance polymath which connects his work in various disciplines.,0.0,LEONARDO DA VINCI,Walter Isaacson,,combined-print-and-e-book-nonfiction,2018-03-01,11.0
10,9781632868305,Bloomsbury,"The journalist describes nine causes of depression and anxiety, and offers potential solutions.",0.0,LOST CONNECTIONS,Johann Hari,,combined-print-and-e-book-nonfiction,2018-03-01,2.0
11,9781250171672,Flatiron Books,"The former vice president recalls his toughest year in office, as his son battled brain cancer.",0.0,"PROMISE ME, DAD",Joe Biden,,combined-print-and-e-book-nonfiction,2018-03-01,6.0
12,9781455566976,Grand Central,The story of the American socialite whose relationship with King Edward VIII forced him to abdicate his throne.,0.0,WALLIS IN LOVE,Andrew Morton,,combined-print-and-e-book-nonfiction,2018-03-01,1.0
13,9780316512589,"Little, Brown","More than 300 pictures of the former president by his White House photographer, with behind-the-scenes stories.",0.0,OBAMA,Pete Souza,,combined-print-and-e-book-nonfiction,2018-03-01,11.0
14,9780735210622,Riverhead,Research from several fields reveals the ideal time to make small decisions and big life changes.,0.0,WHEN,Daniel H Pink,,combined-print-and-e-book-nonfiction,2018-03-01,4.0
15,9781501181825,Gallery,The comedian recounts growing up in South Central Los Angeles and finding success after a period of homelessness.,0.0,THE LAST BLACK UNICORN,Tiffany Haddish,,combined-print-and-e-book-nonfiction,2018-03-01,7.0
1,9781538728758,Twelve,"Details of the 2016 presidential election, with an emphasis on Russia's possible involvement.",0.0,RUSSIAN ROULETTE,Michael Isikoff and David Corn,,combined-print-and-e-book-nonfiction,2018-04-01,4.0
2,9780553896923,Bantam,The British cosmologist reviews efforts to create a unified theory of the universe; first published in 1988.,0.0,A BRIEF HISTORY OF TIME,Stephen Hawking,,combined-print-and-e-book-nonfiction,2018-04-01,1.0
